t(s),Req(m),CR,CV,Cn,kappa,T_gain,k,a,R0,tau_e
0.002530,0.386067,2.123983,11.612351,11.612351,2.696099,3.475211,12.592787,0.133042,0.249025,0.002102
0.002540,0.383291,2.139365,11.943414,11.943414,2.684729,3.523968,12.725906,0.131717,0.247617,0.002058
0.002550,0.380514,2.154978,12.283418,12.283418,2.673495,3.572947,12.861785,0.130393,0.246210,0.002015
0.002560,0.377736,2.170828,12.642786,12.642786,2.661767,3.624072,13.000999,0.129066,0.244800,0.001972
0.002570,0.374956,2.186924,13.012152,13.012152,2.651981,3.675430,13.142207,0.127738,0.243388,0.001930
0.002580,0.372174,2.203270,13.389525,13.389525,2.641248,3.726578,13.286990,0.126410,0.241978,0.001888
0.002590,0.369391,2.219868,13.780865,13.780865,2.631709,3.778551,13.434590,0.125078,0.240563,0.001847
0.002600,0.366608,2.236724,14.196252,14.196252,2.621530,3.833057,13.585555,0.123749,0.239152,0.001806
0.002610,0.363823,2.253843,14.606015,14.606015,2.612915,3.884651,13.738890,0.122419,0.237741,0.001766
0.002620,0.361037,2.271233,15.049239,15.049239,2.603073,3.940211,13.896565,0.121089,0.236330,0.001726
0.002630,0.358251,2.288901,15.498380,15.498380,2.595054,3.994743,14.056625,0.119758,0.234918,0.001687
0.002640,0.355462,2.306854,15.964242,15.964242,2.586329,4.050036,14.220926,0.118426,0.233506,0.001648
0.002650,0.352673,2.325099,16.452663,16.452663,2.578138,4.106936,14.388896,0.117092,0.232091,0.001610
0.002660,0.349883,2.343642,16.947537,16.947537,2.571093,4.162636,14.559860,0.115758,0.230678,0.001572
0.002670,0.347092,2.362484,17.474023,17.474023,2.562777,4.221147,14.735843,0.114425,0.229266,0.001535
0.002680,0.344302,2.381629,18.001853,18.001853,2.556398,4.277431,14.914530,0.113091,0.227854,0.001499
0.002690,0.341511,2.401092,18.565231,18.565231,2.549558,4.336816,15.097983,0.111757,0.226441,0.001462
0.002700,0.338719,2.420889,19.142938,19.142938,2.543547,4.395782,15.285375,0.110421,0.225027,0.001427
0.002710,0.335923,2.441033,19.754395,19.754395,2.536601,4.457146,15.478348,0.109085,0.223613,0.001391
0.002720,0.333126,2.461530,20.358617,20.358617,2.531102,4.514592,15.675106,0.107747,0.222199,0.001357
0.002730,0.330328,2.482385,21.021455,21.021455,2.525775,4.577750,15.876801,0.106409,0.220783,0.001322
0.002740,0.327528,2.503601,21.710642,21.710642,2.519574,4.641566,16.084500,0.105070,0.219367,0.001288
0.002750,0.324728,2.525188,22.400063,22.400063,2.515722,4.702192,16.295620,0.103730,0.217951,0.001255
0.002760,0.321928,2.547155,23.132815,23.132815,2.509521,4.765553,16.514459,0.102390,0.216536,0.001222
0.002770,0.319126,2.569519,23.890907,23.890907,2.506798,4.828899,16.736050,0.101049,0.215120,0.001190
0.002780,0.316322,2.592292,24.689009,24.689009,2.502451,4.893983,16.965299,0.099708,0.213703,0.001158
0.002790,0.313517,2.615486,25.516444,25.516444,2.498274,4.959117,17.200820,0.098365,0.212285,0.001127
0.002800,0.310711,2.639112,26.382709,26.382709,2.494842,5.025291,17.442315,0.097022,0.210868,0.001096
0.002810,0.307903,2.663179,27.274046,27.274046,2.492244,5.090505,17.689904,0.095678,0.209450,0.001065
0.002820,0.305094,2.687699,28.196424,28.196424,2.490657,5.155306,17.943668,0.094333,0.208032,0.001035
0.002830,0.302284,2.712684,29.185520,29.185520,2.486430,5.223716,18.207670,0.092987,0.206612,0.001005
0.002840,0.299472,2.738153,30.206967,30.206967,2.485088,5.291220,18.476574,0.091641,0.205193,0.000976
0.002850,0.296659,2.764119,31.283093,31.283093,2.482927,5.360127,18.756616,0.090283,0.203762,0.000947
0.002860,0.293845,2.790591,32.409251,32.409251,2.484268,5.429513,19.041326,0.088927,0.202333,0.000919
0.002870,0.291031,2.817572,33.566532,33.566532,2.483520,5.496950,19.335278,0.087578,0.200913,0.000892
0.002880,0.288216,2.845088,34.790926,34.790926,2.481174,5.566042,19.640326,0.086230,0.199492,0.000864
0.002890,0.285399,2.873175,36.080612,36.080612,2.481218,5.636101,19.952689,0.084879,0.198071,0.000837
0.002900,0.282578,2.901853,37.407746,37.407746,2.481381,5.703818,20.275501,0.083527,0.196647,0.000811
0.002910,0.279756,2.931122,38.816929,38.816929,2.485189,5.773355,20.604810,0.082175,0.195224,0.000785
0.002920,0.276933,2.961002,40.317363,40.317363,2.485805,5.844996,20.949105,0.080821,0.193800,0.000760
0.002930,0.274108,2.991517,41.880095,41.880095,2.485028,5.915319,21.307058,0.079467,0.192376,0.000734
0.002940,0.274108,2.991517,41.880095,41.880095,2.485028,5.835300,21.307058,0.079467,0.192376,0.000734
0.002950,0.274108,2.991517,41.880095,41.880095,2.485028,5.756363,21.307058,0.079467,0.192376,0.000734
0.002960,0.274108,2.991517,41.880095,41.880095,2.485028,5.678495,21.307058,0.079467,0.192376,0.000734
0.002970,0.274108,2.991517,41.880095,41.880095,2.485028,5.601680,21.307058,0.079467,0.192376,0.000734
0.002980,0.274108,2.991517,41.880095,41.880095,2.485028,5.525903,21.307058,0.079467,0.192376,0.000734
0.002990,0.274108,2.991517,41.880095,41.880095,2.485028,5.451152,21.307058,0.079467,0.192376,0.000734
0.003000,0.274108,2.991517,41.880095,41.880095,2.485028,5.377413,21.307058,0.079467,0.192376,0.000734
0.003010,0.274108,2.991517,41.880095,41.880095,2.485028,5.304670,21.307058,0.079467,0.192376,0.000734
0.003020,0.274108,2.991517,41.880095,41.880095,2.485028,5.232912,21.307058,0.079467,0.192376,0.000734
0.003030,0.274108,2.991517,41.880095,41.880095,2.485028,5.162124,21.307058,0.079467,0.192376,0.000734
0.003040,0.274108,2.991517,41.880095,41.880095,2.485028,5.092294,21.307058,0.079467,0.192376,0.000734
0.003050,0.274108,2.991517,41.880095,41.880095,2.485028,5.023409,21.307058,0.079467,0.192376,0.000734
0.003060,0.274108,2.991517,41.880095,41.880095,2.485028,4.955455,21.307058,0.079467,0.192376,0.000734
0.003070,0.274108,2.991517,41.880095,41.880095,2.485028,4.888421,21.307058,0.079467,0.192376,0.000734
0.003080,0.274108,2.991517,41.880095,41.880095,2.485028,4.822293,21.307058,0.079467,0.192376,0.000734
0.003090,0.274108,2.991517,41.880095,41.880095,2.485028,4.757060,21.307058,0.079467,0.192376,0.000734
0.003100,0.274108,2.991517,41.880095,41.880095,2.485028,4.692709,21.307058,0.079467,0.192376,0.000734
0.003110,0.274108,2.991517,41.880095,41.880095,2.485028,4.629229,21.307058,0.079467,0.192376,0.000734
0.003120,0.274108,2.991517,41.880095,41.880095,2.485028,4.566608,21.307058,0.079467,0.192376,0.000734
0.003130,0.274108,2.991517,41.880095,41.880095,2.485028,4.504833,21.307058,0.079467,0.192376,0.000734
0.003140,0.274108,2.991517,41.880095,41.880095,2.485028,4.443895,21.307058,0.079467,0.192376,0.000734
0.003150,0.274108,2.991517,41.880095,41.880095,2.485028,4.383781,21.307058,0.079467,0.192376,0.000734
0.003160,0.274108,2.991517,41.880095,41.880095,2.485028,4.324479,21.307058,0.079467,0.192376,0.000734
0.003170,0.274108,2.991517,41.880095,41.880095,2.485028,4.265980,21.307058,0.079467,0.192376,0.000734
0.003180,0.274108,2.991517,41.880095,41.880095,2.485028,4.208273,21.307058,0.079467,0.192376,0.000734
0.003190,0.274108,2.991517,41.880095,41.880095,2.485028,4.151346,21.307058,0.079467,0.192376,0.000734
0.003200,0.274108,2.991517,41.880095,41.880095,2.485028,4.095189,21.307058,0.079467,0.192376,0.000734
0.003210,0.274108,2.991517,41.880095,41.880095,2.485028,4.039792,21.307058,0.079467,0.192376,0.000734
0.003220,0.274108,2.991517,41.880095,41.880095,2.485028,3.985144,21.307058,0.079467,0.192376,0.000734
0.003230,0.274108,2.991517,41.880095,41.880095,2.485028,3.931235,21.307058,0.079467,0.192376,0.000734
0.003240,0.274108,2.991517,41.880095,41.880095,2.485028,3.878056,21.307058,0.079467,0.192376,0.000734
0.003250,0.274108,2.991517,41.880095,41.880095,2.485028,3.825596,21.307058,0.079467,0.192376,0.000734
0.003260,0.274108,2.991517,41.880095,41.880095,2.485028,3.773846,21.307058,0.079467,0.192376,0.000734
0.003270,0.274108,2.991517,41.880095,41.880095,2.485028,3.722795,21.307058,0.079467,0.192376,0.000734
0.003280,0.274108,2.991517,41.880095,41.880095,2.485028,3.672436,21.307058,0.079467,0.192376,0.000734
0.003290,0.274108,2.991517,41.880095,41.880095,2.485028,3.622757,21.307058,0.079467,0.192376,0.000734
0.003300,0.274108,2.991517,41.880095,41.880095,2.485028,3.573751,21.307058,0.079467,0.192376,0.000734
0.003310,0.274108,2.991517,41.880095,41.880095,2.485028,3.525407,21.307058,0.079467,0.192376,0.000734
0.003320,0.274108,2.991517,41.880095,41.880095,2.485028,3.477718,21.307058,0.079467,0.192376,0.000734
0.003330,0.274108,2.991517,41.880095,41.880095,2.485028,3.430673,21.307058,0.079467,0.192376,0.000734
0.003340,0.274108,2.991517,41.880095,41.880095,2.485028,3.384265,21.307058,0.079467,0.192376,0.000734
0.003350,0.274108,2.991517,41.880095,41.880095,2.485028,3.338485,21.307058,0.079467,0.192376,0.000734
0.003360,0.274108,2.991517,41.880095,41.880095,2.485028,3.293324,21.307058,0.079467,0.192376,0.000734
0.003370,0.274108,2.991517,41.880095,41.880095,2.485028,3.248774,21.307058,0.079467,0.192376,0.000734
0.003380,0.274108,2.991517,41.880095,41.880095,2.485028,3.204826,21.307058,0.079467,0.192376,0.000734
0.003390,0.274108,2.991517,41.880095,41.880095,2.485028,3.161473,21.307058,0.079467,0.192376,0.000734
0.003400,0.274108,2.991517,41.880095,41.880095,2.485028,3.118707,21.307058,0.079467,0.192376,0.000734
0.003410,0.274108,2.991517,41.880095,41.880095,2.485028,3.076519,21.307058,0.079467,0.192376,0.000734
0.003420,0.274108,2.991517,41.880095,41.880095,2.485028,3.034902,21.307058,0.079467,0.192376,0.000734
0.003430,0.274108,2.991517,41.880095,41.880095,2.485028,2.993847,21.307058,0.079467,0.192376,0.000734
0.003440,0.274108,2.991517,41.880095,41.880095,2.485028,2.953348,21.307058,0.079467,0.192376,0.000734
0.003450,0.274108,2.991517,41.880095,41.880095,2.485028,2.913397,21.307058,0.079467,0.192376,0.000734
0.003460,0.274108,2.991517,41.880095,41.880095,2.485028,2.873987,21.307058,0.079467,0.192376,0.000734
0.003470,0.274108,2.991517,41.880095,41.880095,2.485028,2.835109,21.307058,0.079467,0.192376,0.000734
0.003480,0.274108,2.991517,41.880095,41.880095,2.485028,2.796757,21.307058,0.079467,0.192376,0.000734
0.003490,0.274108,2.991517,41.880095,41.880095,2.485028,2.758925,21.307058,0.079467,0.192376,0.000734
0.003500,0.274108,2.991517,41.880095,41.880095,2.485028,2.721603,21.307058,0.079467,0.192376,0.000734
0.003510,0.274108,2.991517,41.880095,41.880095,2.485028,2.684787,21.307058,0.079467,0.192376,0.000734
0.003520,0.274108,2.991517,41.880095,41.880095,2.485028,2.648469,21.307058,0.079467,0.192376,0.000734
0.003530,0.274108,2.991517,41.880095,41.880095,2.485028,2.612642,21.307058,0.079467,0.192376,0.000734
0.003540,0.274108,2.991517,41.880095,41.880095,2.485028,2.577300,21.307058,0.079467,0.192376,0.000734
0.003550,0.274108,2.991517,41.880095,41.880095,2.485028,2.542436,21.307058,0.079467,0.192376,0.000734
0.003560,0.274108,2.991517,41.880095,41.880095,2.485028,2.508043,21.307058,0.079467,0.192376,0.000734
0.003570,0.274108,2.991517,41.880095,41.880095,2.485028,2.474116,21.307058,0.079467,0.192376,0.000734
0.003580,0.274108,2.991517,41.880095,41.880095,2.485028,2.440648,21.307058,0.079467,0.192376,0.000734
0.003590,0.274108,2.991517,41.880095,41.880095,2.485028,2.407632,21.307058,0.079467,0.192376,0.000734
0.003600,0.274108,2.991517,41.880095,41.880095,2.485028,2.375063,21.307058,0.079467,0.192376,0.000734
0.003610,0.274108,2.991517,41.880095,41.880095,2.485028,2.342935,21.307058,0.079467,0.192376,0.000734
0.003620,0.274108,2.991517,41.880095,41.880095,2.485028,2.311241,21.307058,0.079467,0.192376,0.000734
0.003630,0.274108,2.991517,41.880095,41.880095,2.485028,2.279976,21.307058,0.079467,0.192376,0.000734
0.003640,0.274108,2.991517,41.880095,41.880095,2.485028,2.249134,21.307058,0.079467,0.192376,0.000734
0.003650,0.274108,2.991517,41.880095,41.880095,2.485028,2.218709,21.307058,0.079467,0.192376,0.000734
0.003660,0.274108,2.991517,41.880095,41.880095,2.485028,2.188695,21.307058,0.079467,0.192376,0.000734
0.003670,0.274108,2.991517,41.880095,41.880095,2.485028,2.159088,21.307058,0.079467,0.192376,0.000734
0.003680,0.274108,2.991517,41.880095,41.880095,2.485028,2.129881,21.307058,0.079467,0.192376,0.000734
0.003690,0.274108,2.991517,41.880095,41.880095,2.485028,2.101070,21.307058,0.079467,0.192376,0.000734
0.003700,0.274108,2.991517,41.880095,41.880095,2.485028,2.072648,21.307058,0.079467,0.192376,0.000734
0.003710,0.274108,2.991517,41.880095,41.880095,2.485028,2.044610,21.307058,0.079467,0.192376,0.000734
0.003720,0.274108,2.991517,41.880095,41.880095,2.485028,2.016952,21.307058,0.079467,0.192376,0.000734
0.003730,0.274108,2.991517,41.880095,41.880095,2.485028,1.989668,21.307058,0.079467,0.192376,0.000734
0.003740,0.274108,2.991517,41.880095,41.880095,2.485028,1.962753,21.307058,0.079467,0.192376,0.000734
0.003750,0.274108,2.991517,41.880095,41.880095,2.485028,1.936202,21.307058,0.079467,0.192376,0.000734
0.003760,0.274108,2.991517,41.880095,41.880095,2.485028,1.910010,21.307058,0.079467,0.192376,0.000734
0.003770,0.274108,2.991517,41.880095,41.880095,2.485028,1.884172,21.307058,0.079467,0.192376,0.000734
0.003780,0.274108,2.991517,41.880095,41.880095,2.485028,1.858685,21.307058,0.079467,0.192376,0.000734
0.003790,0.274108,2.991517,41.880095,41.880095,2.485028,1.833541,21.307058,0.079467,0.192376,0.000734
0.003800,0.274108,2.991517,41.880095,41.880095,2.485028,1.808738,21.307058,0.079467,0.192376,0.000734
0.003810,0.274108,2.991517,41.880095,41.880095,2.485028,1.784271,21.307058,0.079467,0.192376,0.000734
0.003820,0.274108,2.991517,41.880095,41.880095,2.485028,1.760134,21.307058,0.079467,0.192376,0.000734
0.003830,0.274108,2.991517,41.880095,41.880095,2.485028,1.736324,21.307058,0.079467,0.192376,0.000734
0.003840,0.274108,2.991517,41.880095,41.880095,2.485028,1.712836,21.307058,0.079467,0.192376,0.000734
0.003850,0.274108,2.991517,41.880095,41.880095,2.485028,1.689666,21.307058,0.079467,0.192376,0.000734
0.003860,0.274108,2.991517,41.880095,41.880095,2.485028,1.666809,21.307058,0.079467,0.192376,0.000734
0.003870,0.274108,2.991517,41.880095,41.880095,2.485028,1.644262,21.307058,0.079467,0.192376,0.000734
0.003880,0.274108,2.991517,41.880095,41.880095,2.485028,1.622019,21.307058,0.079467,0.192376,0.000734
0.003890,0.274108,2.991517,41.880095,41.880095,2.485028,1.600078,21.307058,0.079467,0.192376,0.000734
0.003900,0.274108,2.991517,41.880095,41.880095,2.485028,1.578433,21.307058,0.079467,0.192376,0.000734
0.003910,0.274108,2.991517,41.880095,41.880095,2.485028,1.557081,21.307058,0.079467,0.192376,0.000734
0.003920,0.274108,2.991517,41.880095,41.880095,2.485028,1.536017,21.307058,0.079467,0.192376,0.000734
0.003930,0.274108,2.991517,41.880095,41.880095,2.485028,1.515239,21.307058,0.079467,0.192376,0.000734
0.003940,0.274108,2.991517,41.880095,41.880095,2.485028,1.494742,21.307058,0.079467,0.192376,0.000734
0.003950,0.274108,2.991517,41.880095,41.880095,2.485028,1.474522,21.307058,0.079467,0.192376,0.000734
0.003960,0.274108,2.991517,41.880095,41.880095,2.485028,1.454575,21.307058,0.079467,0.192376,0.000734
0.003970,0.274108,2.991517,41.880095,41.880095,2.485028,1.434899,21.307058,0.079467,0.192376,0.000734
0.003980,0.274108,2.991517,41.880095,41.880095,2.485028,1.415488,21.307058,0.079467,0.192376,0.000734
0.003990,0.274108,2.991517,41.880095,41.880095,2.485028,1.396340,21.307058,0.079467,0.192376,0.000734
0.004000,0.274108,2.991517,41.880095,41.880095,2.485028,1.377452,21.307058,0.079467,0.192376,0.000734
0.004010,0.274108,2.991517,41.880095,41.880095,2.485028,1.358818,21.307058,0.079467,0.192376,0.000734
0.004020,0.274108,2.991517,41.880095,41.880095,2.485028,1.340437,21.307058,0.079467,0.192376,0.000734
0.004030,0.274108,2.991517,41.880095,41.880095,2.485028,1.322304,21.307058,0.079467,0.192376,0.000734
0.004040,0.274108,2.991517,41.880095,41.880095,2.485028,1.304417,21.307058,0.079467,0.192376,0.000734
0.004050,0.274108,2.991517,41.880095,41.880095,2.485028,1.286772,21.307058,0.079467,0.192376,0.000734
0.004060,0.274108,2.991517,41.880095,41.880095,2.485028,1.269365,21.307058,0.079467,0.192376,0.000734
0.004070,0.274108,2.991517,41.880095,41.880095,2.485028,1.252194,21.307058,0.079467,0.192376,0.000734
0.004080,0.274108,2.991517,41.880095,41.880095,2.485028,1.235255,21.307058,0.079467,0.192376,0.000734
0.004090,0.274108,2.991517,41.880095,41.880095,2.485028,1.218545,21.307058,0.079467,0.192376,0.000734
0.004100,0.274108,2.991517,41.880095,41.880095,2.485028,1.202061,21.307058,0.079467,0.192376,0.000734
0.004110,0.274108,2.991517,41.880095,41.880095,2.485028,1.185801,21.307058,0.079467,0.192376,0.000734
0.004120,0.274108,2.991517,41.880095,41.880095,2.485028,1.169760,21.307058,0.079467,0.192376,0.000734
0.004130,0.274108,2.991517,41.880095,41.880095,2.485028,1.153936,21.307058,0.079467,0.192376,0.000734
0.004140,0.274108,2.991517,41.880095,41.880095,2.485028,1.138326,21.307058,0.079467,0.192376,0.000734
0.004150,0.274108,2.991517,41.880095,41.880095,2.485028,1.122928,21.307058,0.079467,0.192376,0.000734
0.004160,0.274108,2.991517,41.880095,41.880095,2.485028,1.107737,21.307058,0.079467,0.192376,0.000734
0.004170,0.274108,2.991517,41.880095,41.880095,2.485028,1.092753,21.307058,0.079467,0.192376,0.000734
0.004180,0.274108,2.991517,41.880095,41.880095,2.485028,1.077971,21.307058,0.079467,0.192376,0.000734
0.004190,0.274108,2.991517,41.880095,41.880095,2.485028,1.063388,21.307058,0.079467,0.192376,0.000734
0.004200,0.274108,2.991517,41.880095,41.880095,2.485028,1.049004,21.307058,0.079467,0.192376,0.000734
0.004210,0.274108,2.991517,41.880095,41.880095,2.485028,1.034813,21.307058,0.079467,0.192376,0.000734
0.004220,0.274108,2.991517,41.880095,41.880095,2.485028,1.020815,21.307058,0.079467,0.192376,0.000734
0.004230,0.274108,2.991517,41.880095,41.880095,2.485028,1.007006,21.307058,0.079467,0.192376,0.000734
0.004240,0.274108,2.991517,41.880095,41.880095,2.485028,0.993384,21.307058,0.079467,0.192376,0.000734
0.004250,0.274108,2.991517,41.880095,41.880095,2.485028,0.979946,21.307058,0.079467,0.192376,0.000734
0.004260,0.274108,2.991517,41.880095,41.880095,2.485028,0.966690,21.307058,0.079467,0.192376,0.000734
0.004270,0.274108,2.991517,41.880095,41.880095,2.485028,0.953613,21.307058,0.079467,0.192376,0.000734
0.004280,0.274108,2.991517,41.880095,41.880095,2.485028,0.940713,21.307058,0.079467,0.192376,0.000734
0.004290,0.274108,2.991517,41.880095,41.880095,2.485028,0.927988,21.307058,0.079467,0.192376,0.000734
0.004300,0.274108,2.991517,41.880095,41.880095,2.485028,0.915434,21.307058,0.079467,0.192376,0.000734
0.004310,0.274108,2.991517,41.880095,41.880095,2.485028,0.903051,21.307058,0.079467,0.192376,0.000734
0.004320,0.274108,2.991517,41.880095,41.880095,2.485028,0.890835,21.307058,0.079467,0.192376,0.000734
0.004330,0.274108,2.991517,41.880095,41.880095,2.485028,0.878784,21.307058,0.079467,0.192376,0.000734
0.004340,0.274108,2.991517,41.880095,41.880095,2.485028,0.866897,21.307058,0.079467,0.192376,0.000734
0.004350,0.274108,2.991517,41.880095,41.880095,2.485028,0.855170,21.307058,0.079467,0.192376,0.000734
0.004360,0.274108,2.991517,41.880095,41.880095,2.485028,0.843602,21.307058,0.079467,0.192376,0.000734
0.004370,0.274108,2.991517,41.880095,41.880095,2.485028,0.832190,21.307058,0.079467,0.192376,0.000734
0.004380,0.274108,2.991517,41.880095,41.880095,2.485028,0.820933,21.307058,0.079467,0.192376,0.000734
0.004390,0.274108,2.991517,41.880095,41.880095,2.485028,0.809827,21.307058,0.079467,0.192376,0.000734
0.004400,0.274108,2.991517,41.880095,41.880095,2.485028,0.798873,21.307058,0.079467,0.192376,0.000734
0.004410,0.274108,2.991517,41.880095,41.880095,2.485028,0.788066,21.307058,0.079467,0.192376,0.000734
0.004420,0.274108,2.991517,41.880095,41.880095,2.485028,0.777405,21.307058,0.079467,0.192376,0.000734
0.004430,0.274108,2.991517,41.880095,41.880095,2.485028,0.766889,21.307058,0.079467,0.192376,0.000734
0.004440,0.274108,2.991517,41.880095,41.880095,2.485028,0.756515,21.307058,0.079467,0.192376,0.000734
0.004450,0.274108,2.991517,41.880095,41.880095,2.485028,0.746282,21.307058,0.079467,0.192376,0.000734
0.004460,0.274108,2.991517,41.880095,41.880095,2.485028,0.736186,21.307058,0.079467,0.192376,0.000734
0.004470,0.274108,2.991517,41.880095,41.880095,2.485028,0.726228,21.307058,0.079467,0.192376,0.000734
0.004480,0.274108,2.991517,41.880095,41.880095,2.485028,0.716404,21.307058,0.079467,0.192376,0.000734
0.004490,0.274108,2.991517,41.880095,41.880095,2.485028,0.706713,21.307058,0.079467,0.192376,0.000734
0.004500,0.274108,2.991517,41.880095,41.880095,2.485028,0.697153,21.307058,0.079467,0.192376,0.000734
0.004510,0.274108,2.991517,41.880095,41.880095,2.485028,0.687722,21.307058,0.079467,0.192376,0.000734
0.004520,0.274108,2.991517,41.880095,41.880095,2.485028,0.678419,21.307058,0.079467,0.192376,0.000734
0.004530,0.274108,2.991517,41.880095,41.880095,2.485028,0.669242,21.307058,0.079467,0.192376,0.000734
0.004540,0.274108,2.991517,41.880095,41.880095,2.485028,0.660189,21.307058,0.079467,0.192376,0.000734
0.004550,0.274108,2.991517,41.880095,41.880095,2.485028,0.651258,21.307058,0.079467,0.192376,0.000734
0.004560,0.274108,2.991517,41.880095,41.880095,2.485028,0.642448,21.307058,0.079467,0.192376,0.000734
0.004570,0.274108,2.991517,41.880095,41.880095,2.485028,0.633757,21.307058,0.079467,0.192376,0.000734
0.004580,0.274108,2.991517,41.880095,41.880095,2.485028,0.625184,21.307058,0.079467,0.192376,0.000734
0.004590,0.274108,2.991517,41.880095,41.880095,2.485028,0.616727,21.307058,0.079467,0.192376,0.000734
0.004600,0.274108,2.991517,41.880095,41.880095,2.485028,0.608385,21.307058,0.079467,0.192376,0.000734
0.004610,0.274108,2.991517,41.880095,41.880095,2.485028,0.600155,21.307058,0.079467,0.192376,0.000734
0.004620,0.274108,2.991517,41.880095,41.880095,2.485028,0.592036,21.307058,0.079467,0.192376,0.000734
0.004630,0.274108,2.991517,41.880095,41.880095,2.485028,0.584027,21.307058,0.079467,0.192376,0.000734
0.004640,0.274108,2.991517,41.880095,41.880095,2.485028,0.576127,21.307058,0.079467,0.192376,0.000734
0.004650,0.274108,2.991517,41.880095,41.880095,2.485028,0.568334,21.307058,0.079467,0.192376,0.000734
0.004660,0.274108,2.991517,41.880095,41.880095,2.485028,0.560645,21.307058,0.079467,0.192376,0.000734
0.004670,0.274108,2.991517,41.880095,41.880095,2.485028,0.553061,21.307058,0.079467,0.192376,0.000734
0.004680,0.274108,2.991517,41.880095,41.880095,2.485028,0.545580,21.307058,0.079467,0.192376,0.000734
0.004690,0.274108,2.991517,41.880095,41.880095,2.485028,0.538200,21.307058,0.079467,0.192376,0.000734
0.004700,0.274108,2.991517,41.880095,41.880095,2.485028,0.530919,21.307058,0.079467,0.192376,0.000734
0.004710,0.274108,2.991517,41.880095,41.880095,2.485028,0.523737,21.307058,0.079467,0.192376,0.000734
0.004720,0.274108,2.991517,41.880095,41.880095,2.485028,0.516652,21.307058,0.079467,0.192376,0.000734
0.004730,0.274108,2.991517,41.880095,41.880095,2.485028,0.509664,21.307058,0.079467,0.192376,0.000734
0.004740,0.274108,2.991517,41.880095,41.880095,2.485028,0.502769,21.307058,0.079467,0.192376,0.000734
0.004750,0.274108,2.991517,41.880095,41.880095,2.485028,0.495968,21.307058,0.079467,0.192376,0.000734
0.004760,0.274108,2.991517,41.880095,41.880095,2.485028,0.489259,21.307058,0.079467,0.192376,0.000734
0.004770,0.274108,2.991517,41.880095,41.880095,2.485028,0.482640,21.307058,0.079467,0.192376,0.000734
0.004780,0.274108,2.991517,41.880095,41.880095,2.485028,0.476112,21.307058,0.079467,0.192376,0.000734
0.004790,0.274108,2.991517,41.880095,41.880095,2.485028,0.469671,21.307058,0.079467,0.192376,0.000734
0.004800,0.274108,2.991517,41.880095,41.880095,2.485028,0.463318,21.307058,0.079467,0.192376,0.000734
0.004810,0.274108,2.991517,41.880095,41.880095,2.485028,0.457050,21.307058,0.079467,0.192376,0.000734
0.004820,0.274108,2.991517,41.880095,41.880095,2.485028,0.450867,21.307058,0.079467,0.192376,0.000734
0.004830,0.274108,2.991517,41.880095,41.880095,2.485028,0.444768,21.307058,0.079467,0.192376,0.000734
0.004840,0.274108,2.991517,41.880095,41.880095,2.485028,0.438752,21.307058,0.079467,0.192376,0.000734
0.004850,0.274108,2.991517,41.880095,41.880095,2.485028,0.432817,21.307058,0.079467,0.192376,0.000734
0.004860,0.274108,2.991517,41.880095,41.880095,2.485028,0.426962,21.307058,0.079467,0.192376,0.000734
0.004870,0.274108,2.991517,41.880095,41.880095,2.485028,0.421186,21.307058,0.079467,0.192376,0.000734
0.004880,0.274108,2.991517,41.880095,41.880095,2.485028,0.415488,21.307058,0.079467,0.192376,0.000734
0.004890,0.274108,2.991517,41.880095,41.880095,2.485028,0.409868,21.307058,0.079467,0.192376,0.000734
0.004900,0.274108,2.991517,41.880095,41.880095,2.485028,0.404324,21.307058,0.079467,0.192376,0.000734
0.004910,0.274108,2.991517,41.880095,41.880095,2.485028,0.398854,21.307058,0.079467,0.192376,0.000734
0.004920,0.274108,2.991517,41.880095,41.880095,2.485028,0.393459,21.307058,0.079467,0.192376,0.000734
0.004930,0.274108,2.991517,41.880095,41.880095,2.485028,0.388136,21.307058,0.079467,0.192376,0.000734
0.004940,0.274108,2.991517,41.880095,41.880095,2.485028,0.382886,21.307058,0.079467,0.192376,0.000734
0.004950,0.274108,2.991517,41.880095,41.880095,2.485028,0.377706,21.307058,0.079467,0.192376,0.000734
0.004960,0.274108,2.991517,41.880095,41.880095,2.485028,0.372597,21.307058,0.079467,0.192376,0.000734
0.004970,0.274108,2.991517,41.880095,41.880095,2.485028,0.367557,21.307058,0.079467,0.192376,0.000734
0.004980,0.274108,2.991517,41.880095,41.880095,2.485028,0.362585,21.307058,0.079467,0.192376,0.000734
0.004990,0.274108,2.991517,41.880095,41.880095,2.485028,0.357680,21.307058,0.079467,0.192376,0.000734
0.005000,0.274108,2.991517,41.880095,41.880095,2.485028,0.352841,21.307058,0.079467,0.192376,0.000734
0.005010,0.274108,2.991517,41.880095,41.880095,2.485028,0.348068,21.307058,0.079467,0.192376,0.000734
0.005020,0.274108,2.991517,41.880095,41.880095,2.485028,0.343360,21.307058,0.079467,0.192376,0.000734
0.005030,0.274108,2.991517,41.880095,41.880095,2.485028,0.338715,21.307058,0.079467,0.192376,0.000734
0.005040,0.274108,2.991517,41.880095,41.880095,2.485028,0.334133,21.307058,0.079467,0.192376,0.000734
0.005050,0.274108,2.991517,41.880095,41.880095,2.485028,0.329613,21.307058,0.079467,0.192376,0.000734
