t(s),Req(m),CR,CV,Cn,kappa,T_gain,k,a,R0,tau_e
0.002530,0.386067,2.123983,11.612351,11.612351,2.696099,2.681251,12.592787,0.133042,0.249025,0.001261
0.002540,0.383291,2.139365,11.943414,11.943414,2.684729,2.710168,12.725906,0.131717,0.247617,0.001235
0.002550,0.380514,2.154978,12.283418,12.283418,2.673495,2.738855,12.861785,0.130393,0.246210,0.001209
0.002560,0.377736,2.170828,12.642786,12.642786,2.661767,2.768769,13.000999,0.129066,0.244800,0.001183
0.002570,0.374956,2.186924,13.012152,13.012152,2.651981,2.798426,13.142207,0.127738,0.243388,0.001158
0.002580,0.372174,2.203270,13.389525,13.389525,2.641248,2.827478,13.286990,0.126410,0.241978,0.001133
0.002590,0.369391,2.219868,13.780865,13.780865,2.631709,2.856693,13.434590,0.125078,0.240563,0.001108
0.002600,0.366608,2.236724,14.196252,14.196252,2.621530,2.887342,13.585555,0.123749,0.239152,0.001084
0.002610,0.363823,2.253843,14.606015,14.606015,2.612915,2.915302,13.738890,0.122419,0.237741,0.001060
0.002620,0.361037,2.271233,15.049239,15.049239,2.603073,2.945728,13.896565,0.121089,0.236330,0.001036
0.002630,0.358251,2.288901,15.498380,15.498380,2.595054,2.974851,14.056625,0.119758,0.234918,0.001012
0.002640,0.355462,2.306854,15.964242,15.964242,2.586329,3.003992,14.220926,0.118426,0.233506,0.000989
0.002650,0.352673,2.325099,16.452663,16.452663,2.578138,3.033755,14.388896,0.117092,0.232091,0.000966
0.002660,0.349883,2.343642,16.947537,16.947537,2.571093,3.062042,14.559860,0.115758,0.230678,0.000943
0.002670,0.347092,2.362484,17.474023,17.474023,2.562777,3.091786,14.735843,0.114425,0.229266,0.000921
0.002680,0.344302,2.381629,18.001853,18.001853,2.556398,3.119269,14.914530,0.113091,0.227854,0.000899
0.002690,0.341511,2.401092,18.565231,18.565231,2.549558,3.148364,15.097983,0.111757,0.226441,0.000877
0.002700,0.338719,2.420889,19.142938,19.142938,2.543547,3.176475,15.285375,0.110421,0.225027,0.000856
0.002710,0.335923,2.441033,19.754395,19.754395,2.536601,3.205611,15.478348,0.109085,0.223613,0.000835
0.002720,0.333126,2.461530,20.358617,20.358617,2.531102,3.231208,15.675106,0.107747,0.222199,0.000814
0.002730,0.330328,2.482385,21.021455,21.021455,2.525775,3.260143,15.876801,0.106409,0.220783,0.000793
0.002740,0.327528,2.503601,21.710642,21.710642,2.519574,3.288750,16.084500,0.105070,0.219367,0.000773
0.002750,0.324728,2.525188,22.400063,22.400063,2.515722,3.314285,16.295620,0.103730,0.217951,0.000753
0.002760,0.321928,2.547155,23.132815,23.132815,2.509521,3.340912,16.514459,0.102390,0.216536,0.000733
0.002770,0.319126,2.569519,23.890907,23.890907,2.506798,3.366658,16.736050,0.101049,0.215120,0.000714
0.002780,0.316322,2.592292,24.689009,24.689009,2.502451,3.392711,16.965299,0.099708,0.213703,0.000695
0.002790,0.313517,2.615486,25.516444,25.516444,2.498274,3.417857,17.200820,0.098365,0.212285,0.000676
0.002800,0.310711,2.639112,26.382709,26.382709,2.494842,3.442743,17.442315,0.097022,0.210868,0.000657
0.002810,0.307903,2.663179,27.274046,27.274046,2.492244,3.465963,17.689904,0.095678,0.209450,0.000639
0.002820,0.305094,2.687699,28.196424,28.196424,2.490657,3.487868,17.943668,0.094333,0.208032,0.000621
0.002830,0.302284,2.712684,29.185520,29.185520,2.486430,3.511132,18.207670,0.092987,0.206612,0.000603
0.002840,0.299472,2.738153,30.206967,30.206967,2.485088,3.532653,18.476574,0.091641,0.205193,0.000586
0.002850,0.296659,2.764119,31.283093,31.283093,2.482927,3.553937,18.756616,0.090283,0.203762,0.000568
0.002860,0.293845,2.790591,32.409251,32.409251,2.484268,3.574316,19.041326,0.088927,0.202333,0.000552
0.002870,0.291031,2.817572,33.566532,33.566532,2.483520,3.592160,19.335278,0.087578,0.200913,0.000535
0.002880,0.288216,2.845088,34.790926,34.790926,2.481174,3.609786,19.640326,0.086230,0.199492,0.000518
0.002890,0.285399,2.873175,36.080612,36.080612,2.481218,3.626682,19.952689,0.084879,0.198071,0.000502
0.002900,0.282578,2.901853,37.407746,37.407746,2.481381,3.640677,20.275501,0.083527,0.196647,0.000487
0.002910,0.279756,2.931122,38.816929,38.816929,2.485189,3.654395,20.604810,0.082175,0.195224,0.000471
0.002920,0.276933,2.961002,40.317363,40.317363,2.485805,3.667935,20.949105,0.080821,0.193800,0.000456
0.002930,0.274108,2.991517,41.880095,41.880095,2.485028,3.679069,21.307058,0.079467,0.192376,0.000441
0.002940,0.274108,2.991517,41.880095,41.880095,2.485028,3.596497,21.307058,0.079467,0.192376,0.000441
0.002950,0.274108,2.991517,41.880095,41.880095,2.485028,3.515777,21.307058,0.079467,0.192376,0.000441
0.002960,0.274108,2.991517,41.880095,41.880095,2.485028,3.436870,21.307058,0.079467,0.192376,0.000441
0.002970,0.274108,2.991517,41.880095,41.880095,2.485028,3.359733,21.307058,0.079467,0.192376,0.000441
0.002980,0.274108,2.991517,41.880095,41.880095,2.485028,3.284328,21.307058,0.079467,0.192376,0.000441
0.002990,0.274108,2.991517,41.880095,41.880095,2.485028,3.210615,21.307058,0.079467,0.192376,0.000441
0.003000,0.274108,2.991517,41.880095,41.880095,2.485028,3.138557,21.307058,0.079467,0.192376,0.000441
0.003010,0.274108,2.991517,41.880095,41.880095,2.485028,3.068115,21.307058,0.079467,0.192376,0.000441
0.003020,0.274108,2.991517,41.880095,41.880095,2.485028,2.999255,21.307058,0.079467,0.192376,0.000441
0.003030,0.274108,2.991517,41.880095,41.880095,2.485028,2.931940,21.307058,0.079467,0.192376,0.000441
0.003040,0.274108,2.991517,41.880095,41.880095,2.485028,2.866136,21.307058,0.079467,0.192376,0.000441
0.003050,0.274108,2.991517,41.880095,41.880095,2.485028,2.801809,21.307058,0.079467,0.192376,0.000441
0.003060,0.274108,2.991517,41.880095,41.880095,2.485028,2.738926,21.307058,0.079467,0.192376,0.000441
0.003070,0.274108,2.991517,41.880095,41.880095,2.485028,2.677454,21.307058,0.079467,0.192376,0.000441
0.003080,0.274108,2.991517,41.880095,41.880095,2.485028,2.617361,21.307058,0.079467,0.192376,0.000441
0.003090,0.274108,2.991517,41.880095,41.880095,2.485028,2.558618,21.307058,0.079467,0.192376,0.000441
0.003100,0.274108,2.991517,41.880095,41.880095,2.485028,2.501193,21.307058,0.079467,0.192376,0.000441
0.003110,0.274108,2.991517,41.880095,41.880095,2.485028,2.445056,21.307058,0.079467,0.192376,0.000441
0.003120,0.274108,2.991517,41.880095,41.880095,2.485028,2.390180,21.307058,0.079467,0.192376,0.000441
0.003130,0.274108,2.991517,41.880095,41.880095,2.485028,2.336535,21.307058,0.079467,0.192376,0.000441
0.003140,0.274108,2.991517,41.880095,41.880095,2.485028,2.284094,21.307058,0.079467,0.192376,0.000441
0.003150,0.274108,2.991517,41.880095,41.880095,2.485028,2.232830,21.307058,0.079467,0.192376,0.000441
0.003160,0.274108,2.991517,41.880095,41.880095,2.485028,2.182717,21.307058,0.079467,0.192376,0.000441
0.003170,0.274108,2.991517,41.880095,41.880095,2.485028,2.133728,21.307058,0.079467,0.192376,0.000441
0.003180,0.274108,2.991517,41.880095,41.880095,2.485028,2.085839,21.307058,0.079467,0.192376,0.000441
0.003190,0.274108,2.991517,41.880095,41.880095,2.485028,2.039025,21.307058,0.079467,0.192376,0.000441
0.003200,0.274108,2.991517,41.880095,41.880095,2.485028,1.993262,21.307058,0.079467,0.192376,0.000441
0.003210,0.274108,2.991517,41.880095,41.880095,2.485028,1.948525,21.307058,0.079467,0.192376,0.000441
0.003220,0.274108,2.991517,41.880095,41.880095,2.485028,1.904793,21.307058,0.079467,0.192376,0.000441
0.003230,0.274108,2.991517,41.880095,41.880095,2.485028,1.862042,21.307058,0.079467,0.192376,0.000441
0.003240,0.274108,2.991517,41.880095,41.880095,2.485028,1.820251,21.307058,0.079467,0.192376,0.000441
0.003250,0.274108,2.991517,41.880095,41.880095,2.485028,1.779397,21.307058,0.079467,0.192376,0.000441
0.003260,0.274108,2.991517,41.880095,41.880095,2.485028,1.739461,21.307058,0.079467,0.192376,0.000441
0.003270,0.274108,2.991517,41.880095,41.880095,2.485028,1.700420,21.307058,0.079467,0.192376,0.000441
0.003280,0.274108,2.991517,41.880095,41.880095,2.485028,1.662256,21.307058,0.079467,0.192376,0.000441
0.003290,0.274108,2.991517,41.880095,41.880095,2.485028,1.624949,21.307058,0.079467,0.192376,0.000441
0.003300,0.274108,2.991517,41.880095,41.880095,2.485028,1.588479,21.307058,0.079467,0.192376,0.000441
0.003310,0.274108,2.991517,41.880095,41.880095,2.485028,1.552827,21.307058,0.079467,0.192376,0.000441
0.003320,0.274108,2.991517,41.880095,41.880095,2.485028,1.517976,21.307058,0.079467,0.192376,0.000441
0.003330,0.274108,2.991517,41.880095,41.880095,2.485028,1.483907,21.307058,0.079467,0.192376,0.000441
0.003340,0.274108,2.991517,41.880095,41.880095,2.485028,1.450602,21.307058,0.079467,0.192376,0.000441
0.003350,0.274108,2.991517,41.880095,41.880095,2.485028,1.418045,21.307058,0.079467,0.192376,0.000441
0.003360,0.274108,2.991517,41.880095,41.880095,2.485028,1.386219,21.307058,0.079467,0.192376,0.000441
0.003370,0.274108,2.991517,41.880095,41.880095,2.485028,1.355107,21.307058,0.079467,0.192376,0.000441
0.003380,0.274108,2.991517,41.880095,41.880095,2.485028,1.324693,21.307058,0.079467,0.192376,0.000441
0.003390,0.274108,2.991517,41.880095,41.880095,2.485028,1.294962,21.307058,0.079467,0.192376,0.000441
0.003400,0.274108,2.991517,41.880095,41.880095,2.485028,1.265898,21.307058,0.079467,0.192376,0.000441
0.003410,0.274108,2.991517,41.880095,41.880095,2.485028,1.237486,21.307058,0.079467,0.192376,0.000441
0.003420,0.274108,2.991517,41.880095,41.880095,2.485028,1.209712,21.307058,0.079467,0.192376,0.000441
0.003430,0.274108,2.991517,41.880095,41.880095,2.485028,1.182562,21.307058,0.079467,0.192376,0.000441
0.003440,0.274108,2.991517,41.880095,41.880095,2.485028,1.156020,21.307058,0.079467,0.192376,0.000441
0.003450,0.274108,2.991517,41.880095,41.880095,2.485028,1.130075,21.307058,0.079467,0.192376,0.000441
0.003460,0.274108,2.991517,41.880095,41.880095,2.485028,1.104712,21.307058,0.079467,0.192376,0.000441
0.003470,0.274108,2.991517,41.880095,41.880095,2.485028,1.079918,21.307058,0.079467,0.192376,0.000441
0.003480,0.274108,2.991517,41.880095,41.880095,2.485028,1.055680,21.307058,0.079467,0.192376,0.000441
0.003490,0.274108,2.991517,41.880095,41.880095,2.485028,1.031987,21.307058,0.079467,0.192376,0.000441
0.003500,0.274108,2.991517,41.880095,41.880095,2.485028,1.008825,21.307058,0.079467,0.192376,0.000441
0.003510,0.274108,2.991517,41.880095,41.880095,2.485028,0.986183,21.307058,0.079467,0.192376,0.000441
0.003520,0.274108,2.991517,41.880095,41.880095,2.485028,0.964049,21.307058,0.079467,0.192376,0.000441
0.003530,0.274108,2.991517,41.880095,41.880095,2.485028,0.942412,21.307058,0.079467,0.192376,0.000441
0.003540,0.274108,2.991517,41.880095,41.880095,2.485028,0.921261,21.307058,0.079467,0.192376,0.000441
0.003550,0.274108,2.991517,41.880095,41.880095,2.485028,0.900584,21.307058,0.079467,0.192376,0.000441
0.003560,0.274108,2.991517,41.880095,41.880095,2.485028,0.880372,21.307058,0.079467,0.192376,0.000441
0.003570,0.274108,2.991517,41.880095,41.880095,2.485028,0.860613,21.307058,0.079467,0.192376,0.000441
0.003580,0.274108,2.991517,41.880095,41.880095,2.485028,0.841297,21.307058,0.079467,0.192376,0.000441
0.003590,0.274108,2.991517,41.880095,41.880095,2.485028,0.822415,21.307058,0.079467,0.192376,0.000441
0.003600,0.274108,2.991517,41.880095,41.880095,2.485028,0.803957,21.307058,0.079467,0.192376,0.000441
0.003610,0.274108,2.991517,41.880095,41.880095,2.485028,0.785913,21.307058,0.079467,0.192376,0.000441
0.003620,0.274108,2.991517,41.880095,41.880095,2.485028,0.768274,21.307058,0.079467,0.192376,0.000441
0.003630,0.274108,2.991517,41.880095,41.880095,2.485028,0.751031,21.307058,0.079467,0.192376,0.000441
0.003640,0.274108,2.991517,41.880095,41.880095,2.485028,0.734175,21.307058,0.079467,0.192376,0.000441
0.003650,0.274108,2.991517,41.880095,41.880095,2.485028,0.717698,21.307058,0.079467,0.192376,0.000441
0.003660,0.274108,2.991517,41.880095,41.880095,2.485028,0.701590,21.307058,0.079467,0.192376,0.000441
0.003670,0.274108,2.991517,41.880095,41.880095,2.485028,0.685843,21.307058,0.079467,0.192376,0.000441
0.003680,0.274108,2.991517,41.880095,41.880095,2.485028,0.670450,21.307058,0.079467,0.192376,0.000441
0.003690,0.274108,2.991517,41.880095,41.880095,2.485028,0.655403,21.307058,0.079467,0.192376,0.000441
0.003700,0.274108,2.991517,41.880095,41.880095,2.485028,0.640693,21.307058,0.079467,0.192376,0.000441
0.003710,0.274108,2.991517,41.880095,41.880095,2.485028,0.626314,21.307058,0.079467,0.192376,0.000441
0.003720,0.274108,2.991517,41.880095,41.880095,2.485028,0.612257,21.307058,0.079467,0.192376,0.000441
0.003730,0.274108,2.991517,41.880095,41.880095,2.485028,0.598515,21.307058,0.079467,0.192376,0.000441
0.003740,0.274108,2.991517,41.880095,41.880095,2.485028,0.585082,21.307058,0.079467,0.192376,0.000441
0.003750,0.274108,2.991517,41.880095,41.880095,2.485028,0.571951,21.307058,0.079467,0.192376,0.000441
0.003760,0.274108,2.991517,41.880095,41.880095,2.485028,0.559114,21.307058,0.079467,0.192376,0.000441
0.003770,0.274108,2.991517,41.880095,41.880095,2.485028,0.546565,21.307058,0.079467,0.192376,0.000441
0.003780,0.274108,2.991517,41.880095,41.880095,2.485028,0.534298,21.307058,0.079467,0.192376,0.000441
0.003790,0.274108,2.991517,41.880095,41.880095,2.485028,0.522307,21.307058,0.079467,0.192376,0.000441
0.003800,0.274108,2.991517,41.880095,41.880095,2.485028,0.510584,21.307058,0.079467,0.192376,0.000441
0.003810,0.274108,2.991517,41.880095,41.880095,2.485028,0.499125,21.307058,0.079467,0.192376,0.000441
0.003820,0.274108,2.991517,41.880095,41.880095,2.485028,0.487922,21.307058,0.079467,0.192376,0.000441
0.003830,0.274108,2.991517,41.880095,41.880095,2.485028,0.476972,21.307058,0.079467,0.192376,0.000441
0.003840,0.274108,2.991517,41.880095,41.880095,2.485028,0.466266,21.307058,0.079467,0.192376,0.000441
0.003850,0.274108,2.991517,41.880095,41.880095,2.485028,0.455802,21.307058,0.079467,0.192376,0.000441
0.003860,0.274108,2.991517,41.880095,41.880095,2.485028,0.445572,21.307058,0.079467,0.192376,0.000441
0.003870,0.274108,2.991517,41.880095,41.880095,2.485028,0.435571,21.307058,0.079467,0.192376,0.000441
0.003880,0.274108,2.991517,41.880095,41.880095,2.485028,0.425795,21.307058,0.079467,0.192376,0.000441
0.003890,0.274108,2.991517,41.880095,41.880095,2.485028,0.416239,21.307058,0.079467,0.192376,0.000441
0.003900,0.274108,2.991517,41.880095,41.880095,2.485028,0.406897,21.307058,0.079467,0.192376,0.000441
0.003910,0.274108,2.991517,41.880095,41.880095,2.485028,0.397765,21.307058,0.079467,0.192376,0.000441
0.003920,0.274108,2.991517,41.880095,41.880095,2.485028,0.388837,21.307058,0.079467,0.192376,0.000441
0.003930,0.274108,2.991517,41.880095,41.880095,2.485028,0.380110,21.307058,0.079467,0.192376,0.000441
0.003940,0.274108,2.991517,41.880095,41.880095,2.485028,0.371579,21.307058,0.079467,0.192376,0.000441
0.003950,0.274108,2.991517,41.880095,41.880095,2.485028,0.363239,21.307058,0.079467,0.192376,0.000441
0.003960,0.274108,2.991517,41.880095,41.880095,2.485028,0.355087,21.307058,0.079467,0.192376,0.000441
0.003970,0.274108,2.991517,41.880095,41.880095,2.485028,0.347117,21.307058,0.079467,0.192376,0.000441
0.003980,0.274108,2.991517,41.880095,41.880095,2.485028,0.339327,21.307058,0.079467,0.192376,0.000441
0.003990,0.274108,2.991517,41.880095,41.880095,2.485028,0.331711,21.307058,0.079467,0.192376,0.000441
0.004000,0.274108,2.991517,41.880095,41.880095,2.485028,0.324266,21.307058,0.079467,0.192376,0.000441
0.004010,0.274108,2.991517,41.880095,41.880095,2.485028,0.316988,21.307058,0.079467,0.192376,0.000441
0.004020,0.274108,2.991517,41.880095,41.880095,2.485028,0.309874,21.307058,0.079467,0.192376,0.000441
0.004030,0.274108,2.991517,41.880095,41.880095,2.485028,0.302919,21.307058,0.079467,0.192376,0.000441
0.004040,0.274108,2.991517,41.880095,41.880095,2.485028,0.296121,21.307058,0.079467,0.192376,0.000441
0.004050,0.274108,2.991517,41.880095,41.880095,2.485028,0.289474,21.307058,0.079467,0.192376,0.000441
0.004060,0.274108,2.991517,41.880095,41.880095,2.485028,0.282978,21.307058,0.079467,0.192376,0.000441
0.004070,0.274108,2.991517,41.880095,41.880095,2.485028,0.276626,21.307058,0.079467,0.192376,0.000441
0.004080,0.274108,2.991517,41.880095,41.880095,2.485028,0.270418,21.307058,0.079467,0.192376,0.000441
0.004090,0.274108,2.991517,41.880095,41.880095,2.485028,0.264349,21.307058,0.079467,0.192376,0.000441
0.004100,0.274108,2.991517,41.880095,41.880095,2.485028,0.258416,21.307058,0.079467,0.192376,0.000441
0.004110,0.274108,2.991517,41.880095,41.880095,2.485028,0.252616,21.307058,0.079467,0.192376,0.000441
0.004120,0.274108,2.991517,41.880095,41.880095,2.485028,0.246946,21.307058,0.079467,0.192376,0.000441
0.004130,0.274108,2.991517,41.880095,41.880095,2.485028,0.241404,21.307058,0.079467,0.192376,0.000441
0.004140,0.274108,2.991517,41.880095,41.880095,2.485028,0.235986,21.307058,0.079467,0.192376,0.000441
0.004150,0.274108,2.991517,41.880095,41.880095,2.485028,0.230689,21.307058,0.079467,0.192376,0.000441
0.004160,0.274108,2.991517,41.880095,41.880095,2.485028,0.225512,21.307058,0.079467,0.192376,0.000441
0.004170,0.274108,2.991517,41.880095,41.880095,2.485028,0.220450,21.307058,0.079467,0.192376,0.000441
0.004180,0.274108,2.991517,41.880095,41.880095,2.485028,0.215503,21.307058,0.079467,0.192376,0.000441
0.004190,0.274108,2.991517,41.880095,41.880095,2.485028,0.210666,21.307058,0.079467,0.192376,0.000441
0.004200,0.274108,2.991517,41.880095,41.880095,2.485028,0.205938,21.307058,0.079467,0.192376,0.000441
0.004210,0.274108,2.991517,41.880095,41.880095,2.485028,0.201316,21.307058,0.079467,0.192376,0.000441
0.004220,0.274108,2.991517,41.880095,41.880095,2.485028,0.196797,21.307058,0.079467,0.192376,0.000441
0.004230,0.274108,2.991517,41.880095,41.880095,2.485028,0.192381,21.307058,0.079467,0.192376,0.000441
0.004240,0.274108,2.991517,41.880095,41.880095,2.485028,0.188063,21.307058,0.079467,0.192376,0.000441
0.004250,0.274108,2.991517,41.880095,41.880095,2.485028,0.183842,21.307058,0.079467,0.192376,0.000441
0.004260,0.274108,2.991517,41.880095,41.880095,2.485028,0.179716,21.307058,0.079467,0.192376,0.000441
0.004270,0.274108,2.991517,41.880095,41.880095,2.485028,0.175682,21.307058,0.079467,0.192376,0.000441
0.004280,0.274108,2.991517,41.880095,41.880095,2.485028,0.171739,21.307058,0.079467,0.192376,0.000441
0.004290,0.274108,2.991517,41.880095,41.880095,2.485028,0.167885,21.307058,0.079467,0.192376,0.000441
0.004300,0.274108,2.991517,41.880095,41.880095,2.485028,0.164117,21.307058,0.079467,0.192376,0.000441
0.004310,0.274108,2.991517,41.880095,41.880095,2.485028,0.160433,21.307058,0.079467,0.192376,0.000441
0.004320,0.274108,2.991517,41.880095,41.880095,2.485028,0.156833,21.307058,0.079467,0.192376,0.000441
0.004330,0.274108,2.991517,41.880095,41.880095,2.485028,0.153313,21.307058,0.079467,0.192376,0.000441
0.004340,0.274108,2.991517,41.880095,41.880095,2.485028,0.149872,21.307058,0.079467,0.192376,0.000441
0.004350,0.274108,2.991517,41.880095,41.880095,2.485028,0.146508,21.307058,0.079467,0.192376,0.000441
0.004360,0.274108,2.991517,41.880095,41.880095,2.485028,0.143220,21.307058,0.079467,0.192376,0.000441
0.004370,0.274108,2.991517,41.880095,41.880095,2.485028,0.140006,21.307058,0.079467,0.192376,0.000441
0.004380,0.274108,2.991517,41.880095,41.880095,2.485028,0.136863,21.307058,0.079467,0.192376,0.000441
0.004390,0.274108,2.991517,41.880095,41.880095,2.485028,0.133792,21.307058,0.079467,0.192376,0.000441
0.004400,0.274108,2.991517,41.880095,41.880095,2.485028,0.130789,21.307058,0.079467,0.192376,0.000441
0.004410,0.274108,2.991517,41.880095,41.880095,2.485028,0.127853,21.307058,0.079467,0.192376,0.000441
0.004420,0.274108,2.991517,41.880095,41.880095,2.485028,0.124984,21.307058,0.079467,0.192376,0.000441
0.004430,0.274108,2.991517,41.880095,41.880095,2.485028,0.122179,21.307058,0.079467,0.192376,0.000441
0.004440,0.274108,2.991517,41.880095,41.880095,2.485028,0.119437,21.307058,0.079467,0.192376,0.000441
0.004450,0.274108,2.991517,41.880095,41.880095,2.485028,0.116756,21.307058,0.079467,0.192376,0.000441
0.004460,0.274108,2.991517,41.880095,41.880095,2.485028,0.114135,21.307058,0.079467,0.192376,0.000441
0.004470,0.274108,2.991517,41.880095,41.880095,2.485028,0.111574,21.307058,0.079467,0.192376,0.000441
0.004480,0.274108,2.991517,41.880095,41.880095,2.485028,0.109070,21.307058,0.079467,0.192376,0.000441
0.004490,0.274108,2.991517,41.880095,41.880095,2.485028,0.106622,21.307058,0.079467,0.192376,0.000441
0.004500,0.274108,2.991517,41.880095,41.880095,2.485028,0.104229,21.307058,0.079467,0.192376,0.000441
0.004510,0.274108,2.991517,41.880095,41.880095,2.485028,0.101889,21.307058,0.079467,0.192376,0.000441
0.004520,0.274108,2.991517,41.880095,41.880095,2.485028,0.099603,21.307058,0.079467,0.192376,0.000441
0.004530,0.274108,2.991517,41.880095,41.880095,2.485028,0.097367,21.307058,0.079467,0.192376,0.000441
0.004540,0.274108,2.991517,41.880095,41.880095,2.485028,0.095182,21.307058,0.079467,0.192376,0.000441
0.004550,0.274108,2.991517,41.880095,41.880095,2.485028,0.093046,21.307058,0.079467,0.192376,0.000441
0.004560,0.274108,2.991517,41.880095,41.880095,2.485028,0.090957,21.307058,0.079467,0.192376,0.000441
0.004570,0.274108,2.991517,41.880095,41.880095,2.485028,0.088916,21.307058,0.079467,0.192376,0.000441
0.004580,0.274108,2.991517,41.880095,41.880095,2.485028,0.086920,21.307058,0.079467,0.192376,0.000441
0.004590,0.274108,2.991517,41.880095,41.880095,2.485028,0.084969,21.307058,0.079467,0.192376,0.000441
0.004600,0.274108,2.991517,41.880095,41.880095,2.485028,0.083062,21.307058,0.079467,0.192376,0.000441
0.004610,0.274108,2.991517,41.880095,41.880095,2.485028,0.081198,21.307058,0.079467,0.192376,0.000441
0.004620,0.274108,2.991517,41.880095,41.880095,2.485028,0.079376,21.307058,0.079467,0.192376,0.000441
0.004630,0.274108,2.991517,41.880095,41.880095,2.485028,0.077594,21.307058,0.079467,0.192376,0.000441
0.004640,0.274108,2.991517,41.880095,41.880095,2.485028,0.075853,21.307058,0.079467,0.192376,0.000441
0.004650,0.274108,2.991517,41.880095,41.880095,2.485028,0.074150,21.307058,0.079467,0.192376,0.000441
0.004660,0.274108,2.991517,41.880095,41.880095,2.485028,0.072486,21.307058,0.079467,0.192376,0.000441
0.004670,0.274108,2.991517,41.880095,41.880095,2.485028,0.070859,21.307058,0.079467,0.192376,0.000441
0.004680,0.274108,2.991517,41.880095,41.880095,2.485028,0.069269,21.307058,0.079467,0.192376,0.000441
0.004690,0.274108,2.991517,41.880095,41.880095,2.485028,0.067714,21.307058,0.079467,0.192376,0.000441
0.004700,0.274108,2.991517,41.880095,41.880095,2.485028,0.066194,21.307058,0.079467,0.192376,0.000441
0.004710,0.274108,2.991517,41.880095,41.880095,2.485028,0.064709,21.307058,0.079467,0.192376,0.000441
0.004720,0.274108,2.991517,41.880095,41.880095,2.485028,0.063257,21.307058,0.079467,0.192376,0.000441
0.004730,0.274108,2.991517,41.880095,41.880095,2.485028,0.061837,21.307058,0.079467,0.192376,0.000441
0.004740,0.274108,2.991517,41.880095,41.880095,2.485028,0.060449,21.307058,0.079467,0.192376,0.000441
0.004750,0.274108,2.991517,41.880095,41.880095,2.485028,0.059092,21.307058,0.079467,0.192376,0.000441
0.004760,0.274108,2.991517,41.880095,41.880095,2.485028,0.057766,21.307058,0.079467,0.192376,0.000441
0.004770,0.274108,2.991517,41.880095,41.880095,2.485028,0.056469,21.307058,0.079467,0.192376,0.000441
0.004780,0.274108,2.991517,41.880095,41.880095,2.485028,0.055202,21.307058,0.079467,0.192376,0.000441
0.004790,0.274108,2.991517,41.880095,41.880095,2.485028,0.053963,21.307058,0.079467,0.192376,0.000441
0.004800,0.274108,2.991517,41.880095,41.880095,2.485028,0.052752,21.307058,0.079467,0.192376,0.000441
0.004810,0.274108,2.991517,41.880095,41.880095,2.485028,0.051568,21.307058,0.079467,0.192376,0.000441
0.004820,0.274108,2.991517,41.880095,41.880095,2.485028,0.050411,21.307058,0.079467,0.192376,0.000441
0.004830,0.274108,2.991517,41.880095,41.880095,2.485028,0.049279,21.307058,0.079467,0.192376,0.000441
0.004840,0.274108,2.991517,41.880095,41.880095,2.485028,0.048173,21.307058,0.079467,0.192376,0.000441
0.004850,0.274108,2.991517,41.880095,41.880095,2.485028,0.047092,21.307058,0.079467,0.192376,0.000441
0.004860,0.274108,2.991517,41.880095,41.880095,2.485028,0.046035,21.307058,0.079467,0.192376,0.000441
0.004870,0.274108,2.991517,41.880095,41.880095,2.485028,0.045002,21.307058,0.079467,0.192376,0.000441
0.004880,0.274108,2.991517,41.880095,41.880095,2.485028,0.043992,21.307058,0.079467,0.192376,0.000441
0.004890,0.274108,2.991517,41.880095,41.880095,2.485028,0.043005,21.307058,0.079467,0.192376,0.000441
0.004900,0.274108,2.991517,41.880095,41.880095,2.485028,0.042039,21.307058,0.079467,0.192376,0.000441
0.004910,0.274108,2.991517,41.880095,41.880095,2.485028,0.041096,21.307058,0.079467,0.192376,0.000441
0.004920,0.274108,2.991517,41.880095,41.880095,2.485028,0.040173,21.307058,0.079467,0.192376,0.000441
0.004930,0.274108,2.991517,41.880095,41.880095,2.485028,0.039272,21.307058,0.079467,0.192376,0.000441
0.004940,0.274108,2.991517,41.880095,41.880095,2.485028,0.038390,21.307058,0.079467,0.192376,0.000441
0.004950,0.274108,2.991517,41.880095,41.880095,2.485028,0.037529,21.307058,0.079467,0.192376,0.000441
0.004960,0.274108,2.991517,41.880095,41.880095,2.485028,0.036687,21.307058,0.079467,0.192376,0.000441
0.004970,0.274108,2.991517,41.880095,41.880095,2.485028,0.035863,21.307058,0.079467,0.192376,0.000441
0.004980,0.274108,2.991517,41.880095,41.880095,2.485028,0.035058,21.307058,0.079467,0.192376,0.000441
0.004990,0.274108,2.991517,41.880095,41.880095,2.485028,0.034271,21.307058,0.079467,0.192376,0.000441
0.005000,0.274108,2.991517,41.880095,41.880095,2.485028,0.033502,21.307058,0.079467,0.192376,0.000441
0.005010,0.274108,2.991517,41.880095,41.880095,2.485028,0.032750,21.307058,0.079467,0.192376,0.000441
0.005020,0.274108,2.991517,41.880095,41.880095,2.485028,0.032015,21.307058,0.079467,0.192376,0.000441
0.005030,0.274108,2.991517,41.880095,41.880095,2.485028,0.031297,21.307058,0.079467,0.192376,0.000441
0.005040,0.274108,2.991517,41.880095,41.880095,2.485028,0.030594,21.307058,0.079467,0.192376,0.000441
0.005050,0.274108,2.991517,41.880095,41.880095,2.485028,0.029908,21.307058,0.079467,0.192376,0.000441
